valuations_metrics,financials,stock_statistics,stock_price_summary,dividends_and_splits,symbol,name,currency,exchange,mic_code,exchange_timezone
"{'market_capitalization': 51587628, 'enterprise_value': 35092726, 'trailing_pe': -1.421698113207547, 'forward_pe': None, 'peg_ratio': 0.2025919811320758, 'price_to_sales_ttm': 1.3352463, 'price_to_book_mrq': 8.213696, 'enterprise_to_revenue': 1.225, 'enterprise_to_ebitda': -1.796}","{'fiscal_year_ends': '2022-12-31', 'most_recent_quarter': '2023-09-30', 'profit_margin': -0.71355003, 'operating_margin': -0.60297, 'return_on_assets_ttm': -0.99579, 'return_on_equity_ttm': -1.93627, 'income_statement': {'revenue_ttm': 28647293, 'revenue_per_share_ttm': 0.632, 'quarterly_revenue_growth': 0.223, 'gross_profit_ttm': 9807628, 'ebitda': -19543909, 'net_income_to_common_ttm': -20441289, 'diluted_eps_ttm': -0.34, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 2763898, 'total_cash_per_share_mrq': 0.056, 'total_debt_mrq': 288589, 'total_debt_to_equity_mrq': 6.315, 'current_ratio_mrq': 2.835, 'book_value_per_share_mrq': 0.092}, 'cash_flow': {'operating_cash_flow_ttm': -14609662, 'levered_free_cash_flow_ttm': -6121069}}","{'shares_outstanding': 64826800, 'float_shares': 45323816, 'avg_10_volume': 1805, 'avg_90_volume': 952, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0.16594, 'percent_held_by_institutions': 0.21295}","{'fifty_two_week_low': 0.62, 'fifty_two_week_high': 1.35, 'fifty_two_week_change': -19.443, 'beta': 1.648, 'day_50_ma': 0.7839136, 'day_200_ma': 0.9574217}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': None, 'ex_dividend_date': None, 'last_split_factor': None, 'last_split_date': None}",RVLCF,Rivalry Corp.,USD,OTC,PINX,America/New_York
"{'market_capitalization': 874185, 'enterprise_value': 3341687, 'trailing_pe': -0.08500000112690032, 'forward_pe': None, 'peg_ratio': None, 'price_to_sales_ttm': 0.8975371, 'price_to_book_mrq': 4.05141308824388, 'enterprise_to_revenue': 3.431, 'enterprise_to_ebitda': 17.827}","{'fiscal_year_ends': '2022-12-31', 'most_recent_quarter': '2023-09-30', 'profit_margin': 0.07955, 'operating_margin': -0.00564, 'return_on_assets_ttm': 0.0105, 'return_on_equity_ttm': 0.43767, 'income_statement': {'revenue_ttm': 973982, 'revenue_per_share_ttm': 0.002, 'quarterly_revenue_growth': -0.676, 'gross_profit_ttm': 0, 'ebitda': 187455, 'net_income_to_common_ttm': 77481, 'diluted_eps_ttm': -0.02, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 7497, 'total_cash_per_share_mrq': 1.4579170380097913e-05, 'total_debt_mrq': 1610386, 'total_debt_to_equity_mrq': 746.333, 'current_ratio_mrq': 0.044, 'book_value_per_share_mrq': -0.001}, 'cash_flow': {'operating_cash_flow_ttm': 216483, 'levered_free_cash_flow_ttm': 84004}}","{'shares_outstanding': 514227008, 'float_shares': 321057497, 'avg_10_volume': 555703, 'avg_90_volume': 1338425, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0.15382, 'percent_held_by_institutions': 0}","{'fifty_two_week_low': 0.001, 'fifty_two_week_high': 0.02, 'fifty_two_week_change': -94.118, 'beta': -1.128, 'day_50_ma': 0.0018588, 'day_200_ma': 0.0030019}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': None, 'ex_dividend_date': None, 'last_split_factor': '1-for-10 split', 'last_split_date': '2016-02-16'}",ATVK,Ameritek Ventures,USD,OTC,PINX,America/New_York
"{'market_capitalization': 11706981, 'enterprise_value': -453217, 'trailing_pe': None, 'forward_pe': None, 'peg_ratio': None, 'price_to_sales_ttm': 1.8012341, 'price_to_book_mrq': 0.05392157, 'enterprise_to_revenue': -0.07, 'enterprise_to_ebitda': 0.466}","{'fiscal_year_ends': '2020-12-31', 'most_recent_quarter': '2020-12-31', 'profit_margin': -0.0010800001, 'operating_margin': -0.25941, 'return_on_assets_ttm': -0.080019996, 'return_on_equity_ttm': -0.00503, 'income_statement': {'revenue_ttm': 6499422, 'revenue_per_share_ttm': 2.696, 'quarterly_revenue_growth': -0.135, 'gross_profit_ttm': 0, 'ebitda': -971947, 'net_income_to_common_ttm': -7014, 'diluted_eps_ttm': -0.01, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 1834917, 'total_cash_per_share_mrq': 0.758, 'total_debt_mrq': 1301790, 'total_debt_to_equity_mrq': 87.911, 'current_ratio_mrq': 3.33, 'book_value_per_share_mrq': 0.612}, 'cash_flow': {'operating_cash_flow_ttm': 0, 'levered_free_cash_flow_ttm': 0}}","{'shares_outstanding': 1510580, 'float_shares': None, 'avg_10_volume': 2200, 'avg_90_volume': 830, 'shares_short': 309, 'short_ratio': 0.09, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0, 'percent_held_by_institutions': 0.76045996}","{'fifty_two_week_low': 0.02, 'fifty_two_week_high': 0.8, 'fifty_two_week_change': -1931.25, 'beta': 1.344, 'day_50_ma': 0.0604, 'day_200_ma': 0.2512}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': None, 'ex_dividend_date': '1995-04-26', 'last_split_factor': '1-for-12 split', 'last_split_date': '2013-06-04'}",DTRK,"DATATRAK International, Inc.",USD,OTC,PINX,America/New_York
"{'market_capitalization': 119906248, 'enterprise_value': 293959808, 'trailing_pe': -1.8025258925971153, 'forward_pe': None, 'peg_ratio': -0.010572191938365595, 'price_to_sales_ttm': 0.6542601, 'price_to_book_mrq': 0.660793, 'enterprise_to_revenue': 1.604, 'enterprise_to_ebitda': 6.31}","{'fiscal_year_ends': '2022-12-31', 'most_recent_quarter': '2023-06-30', 'profit_margin': -0.10775, 'operating_margin': 0.14127, 'return_on_assets_ttm': 0.00537, 'return_on_equity_ttm': -0.13502, 'income_statement': {'revenue_ttm': 183270000, 'revenue_per_share_ttm': 0.397, 'quarterly_revenue_growth': 0.465, 'gross_profit_ttm': -18985000, 'ebitda': 6205000, 'net_income_to_common_ttm': -19747000, 'diluted_eps_ttm': -0.05, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 1683000, 'total_cash_per_share_mrq': 0.003, 'total_debt_mrq': 167068000, 'total_debt_to_equity_mrq': 95.555, 'current_ratio_mrq': 0.472, 'book_value_per_share_mrq': 0.227}, 'cash_flow': {'operating_cash_flow_ttm': 50575000, 'levered_free_cash_flow_ttm': -56202752}}","{'shares_outstanding': 799374976, 'float_shares': 459685311, 'avg_10_volume': 18290, 'avg_90_volume': 14270, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0.60254, 'percent_held_by_institutions': 0.13776}","{'fifty_two_week_low': 0.084, 'fifty_two_week_high': 0.282, 'fifty_two_week_change': 45.86, 'beta': 0.649, 'day_50_ma': 0.11982, 'day_200_ma': 0.14753}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': None, 'ex_dividend_date': None, 'last_split_factor': None, 'last_split_date': None}",HUMRF,Hummingbird Resources Ltd,USD,OTC,PINX,America/New_York
"{'market_capitalization': 0, 'enterprise_value': 106731376, 'trailing_pe': None, 'forward_pe': None, 'peg_ratio': None, 'price_to_sales_ttm': 0, 'price_to_book_mrq': 1.0883253, 'enterprise_to_revenue': 0.881, 'enterprise_to_ebitda': 9.364}","{'fiscal_year_ends': '2022-12-31', 'most_recent_quarter': '2023-09-30', 'profit_margin': -0.037, 'operating_margin': -0.06718, 'return_on_assets_ttm': -0.01202, 'return_on_equity_ttm': -0.04695, 'income_statement': {'revenue_ttm': 121177000, 'revenue_per_share_ttm': 7.815, 'quarterly_revenue_growth': -0.132, 'gross_profit_ttm': 54392000, 'ebitda': 14891000, 'net_income_to_common_ttm': -20095000, 'diluted_eps_ttm': None, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 6406000, 'total_cash_per_share_mrq': 0.404, 'total_debt_mrq': 17099000, 'total_debt_to_equity_mrq': 19.397, 'current_ratio_mrq': 1.253, 'book_value_per_share_mrq': 5.559}, 'cash_flow': {'operating_cash_flow_ttm': 17769000, 'levered_free_cash_flow_ttm': 10434125}}","{'shares_outstanding': None, 'float_shares': 8214816, 'avg_10_volume': 20720, 'avg_90_volume': 21000, 'shares_short': 584, 'short_ratio': 0.04, 'short_percent_of_shares_outstanding': 0.0002, 'percent_held_by_insiders': 0, 'percent_held_by_institutions': 0.10144}","{'fifty_two_week_low': 4.01, 'fifty_two_week_high': 28, 'fifty_two_week_change': -341.835, 'beta': 1.117, 'day_50_ma': 7.21944, 'day_200_ma': 18.383024}","{'forward_annual_dividend_rate': 0.916, 'forward_annual_dividend_yield': 0.14797822329203084, 'trailing_annual_dividend_rate': 2.2900000000000005, 'trailing_annual_dividend_yield': 0.36994555823007713, '5_year_average_dividend_yield': 12.02, 'payout_ratio': None, 'dividend_date': '2024-03-15', 'ex_dividend_date': '2024-02-28', 'last_split_factor': None, 'last_split_date': None}",CCLDP,"CareCloud, Inc. - 11% Series A Cumulative Redeemable Perpetual Preferred Stock",USD,NASDAQ,XNMS,America/New_York
"{'market_capitalization': 184251328, 'enterprise_value': 132774510, 'trailing_pe': -0.5379375070333481, 'forward_pe': None, 'peg_ratio': -0.00032062500419206174, 'price_to_sales_ttm': 37.10048, 'price_to_book_mrq': 1.3465332, 'enterprise_to_revenue': 36.057, 'enterprise_to_ebitda': -2.9983562556285017}","{'fiscal_year_ends': '2023-03-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 5.42817, 'operating_margin': -5.3841, 'return_on_assets_ttm': -1.966771976278491, 'return_on_equity_ttm': -3.09073438914514, 'income_statement': {'revenue_ttm': 3682396, 'revenue_per_share_ttm': 0.024, 'quarterly_revenue_growth': None, 'gross_profit_ttm': 1487498, 'ebitda': 0, 'net_income_to_common_ttm': 24912568, 'diluted_eps_ttm': -0.14, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 3844148, 'total_cash_per_share_mrq': 0.025, 'total_debt_mrq': 0, 'total_debt_to_equity_mrq': 0, 'current_ratio_mrq': 3.74, 'book_value_per_share_mrq': 0.649}, 'cash_flow': {'operating_cash_flow_ttm': 7561409, 'levered_free_cash_flow_ttm': -263406976}}","{'shares_outstanding': 210838000, 'float_shares': 203688468, 'avg_10_volume': 153590, 'avg_90_volume': 163877, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0.03276, 'percent_held_by_institutions': 0.00029999999}","{'fifty_two_week_low': 0.603, 'fifty_two_week_high': 1.38, 'fifty_two_week_change': -42.907, 'beta': 1.409, 'day_50_ma': 0.84028, 'day_200_ma': 0.877305}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': '2019-09-06', 'ex_dividend_date': None, 'last_split_factor': '1-for-2 split', 'last_split_date': '2019-09-06'}",RECAF,Reconnaissance Energy Africa Ltd.,USD,OTC,PSGM,America/New_York
"{'market_capitalization': 26157, 'enterprise_value': 22275452, 'trailing_pe': None, 'forward_pe': None, 'peg_ratio': None, 'price_to_sales_ttm': 0.004820395, 'price_to_book_mrq': None, 'enterprise_to_revenue': 4.105, 'enterprise_to_ebitda': -11.057}","{'fiscal_year_ends': '2017-01-31', 'most_recent_quarter': '2017-01-31', 'profit_margin': -2.53475, 'operating_margin': -0.26055, 'return_on_assets_ttm': -0.34673, 'return_on_equity_ttm': None, 'income_statement': {'revenue_ttm': 5426319, 'revenue_per_share_ttm': 2.926, 'quarterly_revenue_growth': -0.232, 'gross_profit_ttm': 0, 'ebitda': -2014602, 'net_income_to_common_ttm': -13851974, 'diluted_eps_ttm': -0.59, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 109302, 'total_cash_per_share_mrq': 0.043, 'total_debt_mrq': 4216058, 'total_debt_to_equity_mrq': None, 'current_ratio_mrq': 0.037, 'book_value_per_share_mrq': -10.285}, 'cash_flow': {'operating_cash_flow_ttm': -765057, 'levered_free_cash_flow_ttm': 2776496}}","{'shares_outstanding': 2537020, 'float_shares': 2499420, 'avg_10_volume': 10, 'avg_90_volume': 200, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0.01429, 'percent_held_by_institutions': 0}","{'fifty_two_week_low': 0, 'fifty_two_week_high': 0.002, 'fifty_two_week_change': -950, 'beta': -134.298, 'day_50_ma': 0.0002, 'day_200_ma': 0.000272}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': '2018-04-18', 'ex_dividend_date': None, 'last_split_factor': '1-for-2500 split', 'last_split_date': '2018-04-18'}",GAWK,Gawk Inc,USD,OTC,PINX,America/New_York
"{'market_capitalization': 20420656, 'enterprise_value': 0, 'trailing_pe': None, 'forward_pe': None, 'peg_ratio': None, 'price_to_sales_ttm': None, 'price_to_book_mrq': None, 'enterprise_to_revenue': None, 'enterprise_to_ebitda': None}","{'fiscal_year_ends': None, 'most_recent_quarter': None, 'profit_margin': 0, 'operating_margin': 0, 'return_on_assets_ttm': None, 'return_on_equity_ttm': None, 'income_statement': {'revenue_ttm': 0, 'revenue_per_share_ttm': None, 'quarterly_revenue_growth': None, 'gross_profit_ttm': 0, 'ebitda': 0, 'net_income_to_common_ttm': 0, 'diluted_eps_ttm': None, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 0, 'total_cash_per_share_mrq': None, 'total_debt_mrq': 0, 'total_debt_to_equity_mrq': None, 'current_ratio_mrq': None, 'book_value_per_share_mrq': None}, 'cash_flow': {'operating_cash_flow_ttm': 0, 'levered_free_cash_flow_ttm': 0}}","{'shares_outstanding': 400405, 'float_shares': None, 'avg_10_volume': 10, 'avg_90_volume': 7, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': None, 'percent_held_by_institutions': None}","{'fifty_two_week_low': 41.3, 'fifty_two_week_high': 51, 'fifty_two_week_change': 7.647, 'beta': None, 'day_50_ma': 48.84, 'day_200_ma': 45.339}","{'forward_annual_dividend_rate': 0.24, 'forward_annual_dividend_yield': 0.004705882352941176, 'trailing_annual_dividend_rate': 0.24, 'trailing_annual_dividend_yield': 0.004705882352941176, '5_year_average_dividend_yield': None, 'payout_ratio': None, 'dividend_date': '2024-02-09', 'ex_dividend_date': '2023-08-03', 'last_split_factor': None, 'last_split_date': None}",WOBK,Woodsboro Bank MD,USD,OTC,PINX,America/New_York
"{'market_capitalization': 299011360, 'enterprise_value': 488346219, 'trailing_pe': 8.309334, 'forward_pe': None, 'peg_ratio': 1.473308836153849, 'price_to_sales_ttm': 2.6727273, 'price_to_book_mrq': 0.4803083, 'enterprise_to_revenue': 5.82, 'enterprise_to_ebitda': 8.28337238571792}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-06-30', 'profit_margin': 0.16153999, 'operating_margin': 0.44419998, 'return_on_assets_ttm': 0.0308, 'return_on_equity_ttm': 0.0311, 'income_statement': {'revenue_ttm': 83910725, 'revenue_per_share_ttm': 0.101, 'quarterly_revenue_growth': 0.131, 'gross_profit_ttm': 53283000, 'ebitda': 58955000, 'net_income_to_common_ttm': 13554722, 'diluted_eps_ttm': 0.03, 'quarterly_earnings_growth_yoy': -0.708}, 'balance_sheet': {'total_cash_mrq': 13133200, 'total_cash_per_share_mrq': 0.016, 'total_debt_mrq': 293608402, 'total_debt_to_equity_mrq': 67.898, 'current_ratio_mrq': 0.191, 'book_value_per_share_mrq': 0.519}, 'cash_flow': {'operating_cash_flow_ttm': 33364779, 'levered_free_cash_flow_ttm': 16344028}}","{'shares_outstanding': 1111789952, 'float_shares': 689030818, 'avg_10_volume': 200, 'avg_90_volume': 67, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0.17215, 'percent_held_by_institutions': 0.36139}","{'fifty_two_week_low': 0.243, 'fifty_two_week_high': 0.295, 'fifty_two_week_change': -10.843, 'beta': 0.491, 'day_50_ma': 0.259, 'day_200_ma': 0.26448}","{'forward_annual_dividend_rate': 0.036, 'forward_annual_dividend_yield': 0.14457831442970412, 'trailing_annual_dividend_rate': 0.020999999999999998, 'trailing_annual_dividend_yield': 0.08433735008399407, '5_year_average_dividend_yield': 7.4, 'payout_ratio': 0.8739, 'dividend_date': None, 'ex_dividend_date': '2024-01-30', 'last_split_factor': None, 'last_split_date': None}",SBBSF,Sabana Shari'ah Compliant Industrial Real Estate Investment Trust,USD,OTC,PINX,America/New_York
"{'market_capitalization': 2520023040, 'enterprise_value': 3715675904, 'trailing_pe': 17.321537, 'forward_pe': 11.619195, 'peg_ratio': 11.619195, 'price_to_sales_ttm': 0.7266408, 'price_to_book_mrq': 2.3868477, 'enterprise_to_revenue': 1.071, 'enterprise_to_ebitda': 9.18}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.041199997, 'operating_margin': 0.07209, 'return_on_assets_ttm': 0.060850002, 'return_on_equity_ttm': 0.14286, 'income_statement': {'revenue_ttm': 3468045056, 'revenue_per_share_ttm': 161.162, 'quarterly_revenue_growth': -0.179, 'gross_profit_ttm': 782233000, 'ebitda': 404743000, 'net_income_to_common_ttm': 142896992, 'diluted_eps_ttm': 6.5, 'quarterly_earnings_growth_yoy': -0.233}, 'balance_sheet': {'total_cash_mrq': 11409000, 'total_cash_per_share_mrq': 0.51, 'total_debt_mrq': 1207060992, 'total_debt_to_equity_mrq': 115.471, 'current_ratio_mrq': 2.381, 'book_value_per_share_mrq': 47.171}, 'cash_flow': {'operating_cash_flow_ttm': 408672000, 'levered_free_cash_flow_ttm': 323097248}}","{'shares_outstanding': 22382300, 'float_shares': 21162918, 'avg_10_volume': 221960, 'avg_90_volume': 179653, 'shares_short': 1117710, 'short_ratio': 8.21, 'short_percent_of_shares_outstanding': 0.0642, 'percent_held_by_insiders': 0.06305, 'percent_held_by_institutions': 0.95434}","{'fifty_two_week_low': 63.57, 'fifty_two_week_high': 123.58, 'fifty_two_week_change': 37.795, 'beta': 1.719, 'day_50_ma': 104.9332, 'day_200_ma': 85.9797}","{'forward_annual_dividend_rate': 2.2, 'forward_annual_dividend_yield': 0.019704433497536946, 'trailing_annual_dividend_rate': 2, 'trailing_annual_dividend_yield': 0.017913121361397222, '5_year_average_dividend_yield': 1.91, 'payout_ratio': 0.2923, 'dividend_date': '2024-03-04', 'ex_dividend_date': '2024-02-16', 'last_split_factor': '3-for-2 split', 'last_split_date': '2017-12-11'}",PATK,Patrick Industries Inc,USD,NASDAQ,XNGS,America/New_York
"{'market_capitalization': 18426152, 'enterprise_value': 36986984, 'trailing_pe': -0.2682142757943698, 'forward_pe': None, 'peg_ratio': 0.0037251982749218026, 'price_to_sales_ttm': 0.31394118, 'price_to_book_mrq': 4.6976648004401165, 'enterprise_to_revenue': 0.63, 'enterprise_to_ebitda': -2.91}","{'fiscal_year_ends': '2022-12-31', 'most_recent_quarter': '2023-09-30', 'profit_margin': -0.58133, 'operating_margin': -0.42384997, 'return_on_assets_ttm': -0.29299, 'return_on_equity_ttm': -2.52108, 'income_statement': {'revenue_ttm': 58693008, 'revenue_per_share_ttm': 0.301, 'quarterly_revenue_growth': -0.048, 'gross_profit_ttm': 13555525, 'ebitda': -12709756, 'net_income_to_common_ttm': -29802560, 'diluted_eps_ttm': -0.38, 'quarterly_earnings_growth_yoy': None}, 'balance_sheet': {'total_cash_mrq': 347571, 'total_cash_per_share_mrq': 0.001, 'total_debt_mrq': 6293332, 'total_debt_to_equity_mrq': 165.501, 'current_ratio_mrq': 0.424, 'book_value_per_share_mrq': -0.037}, 'cash_flow': {'operating_cash_flow_ttm': -9929541, 'levered_free_cash_flow_ttm': -1442391}}","{'shares_outstanding': 239876992, 'float_shares': 140008950, 'avg_10_volume': 76829, 'avg_90_volume': 81885, 'shares_short': None, 'short_ratio': None, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 0.41701, 'percent_held_by_institutions': 0.066700004}","{'fifty_two_week_low': 0.051, 'fifty_two_week_high': 0.167, 'fifty_two_week_change': -33.156, 'beta': 1.974, 'day_50_ma': 0.0749564, 'day_200_ma': 0.0888459}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': '2020-04-21', 'ex_dividend_date': None, 'last_split_factor': None, 'last_split_date': None}",HWNI,High Wire Networks Inc.,USD,OTC,PINX,America/New_York
