fiscal_date,end_cash_position,income_tax_paid,interest_paid,free_cash_flow,operating_activities.net_income,operating_activities.depreciation,operating_activities.deferred_taxes,operating_activities.stock_based_compensation,operating_activities.other_non_cash_items,operating_activities.accounts_receivable,operating_activities.accounts_payable,operating_activities.other_assets_liabilities,operating_activities.operating_cash_flow,investing_activities.capital_expenditures,investing_activities.net_intangibles,investing_activities.net_acquisitions,investing_activities.purchase_of_investments,investing_activities.sale_of_investments,investing_activities.other_investing_activity,investing_activities.investing_cash_flow,financing_activities.long_term_debt_issuance,financing_activities.long_term_debt_payments,financing_activities.short_term_debt_issuance,financing_activities.common_stock_issuance,financing_activities.common_stock_repurchase,financing_activities.common_dividends,financing_activities.other_financing_charges,financing_activities.financing_cash_flow,symbol,name,currency,exchange,mic_code,exchange_timezone,period
2019-12-31,40019000,,0.0,-44509000,-56515000,120000,,3845000,137000,,-1105000,,-53518000,0,,,-44502000,42100000,,-2402000,,-6000,,15370000,,,,15364000,SSHT,SSHT S&T Group Ltd.,USD,OTC,PINX,America/New_York,Annual
2020-12-31,33229000,,3000.0,-33780000,-112662000,61000,,3641000,243000,,-1629000,11000.0,-110335000,-8000,,,-12178000,10499000,,-1687000,,-217000,,28758000,,,,28541000,SSHT,SSHT S&T Group Ltd.,USD,OTC,PINX,America/New_York,Annual
2021-12-31,32545000,,5000.0,-24597000,98091000,22000,,2537000,152000,,-1751000,5000.0,99056000,0,,,0,4500000,,4500000,,-435000,,19518000,,,,19083000,SSHT,SSHT S&T Group Ltd.,USD,OTC,PINX,America/New_York,Annual
2020-03-31,358144000000,,,97197000000,196288000000,,,,-69992000000,-55601000000,,-20204000000,50491000000,-201165000000,,-7183000000,-2685000000,2129000000,25649000000,-183255000000,259397000000,-241417000000,40498000000,,-9000000,-49677000000,-38383000000,-29591000000,TYIDY,Toyota Industries Corporation,JPY,OTC,PINX,America/New_York,Annual
2021-03-31,238248000000,,,160026000000,184011000000,,,,-40794000000,-40035000000,,-20673000000,82509000000,-206160000000,,-1615000000,-4455000000,3000000,-191937000000,-404164000000,229333000000,-325629000000,-77502000000,,-14000000,-46572000000,-2066000000,-222450000000,TYIDY,Toyota Industries Corporation,JPY,OTC,PINX,America/New_York,Annual
2022-03-31,247085000000,,,83714000000,246123000000,,,,-66839000000,-81246000000,,-110613000000,-12575000000,-220956000000,,-15434000000,-1406000000,651000000,7340000000,-229805000000,246756000000,-476911000000,90928000000,,-18000000,-49676000000,3157000000,-185764000000,TYIDY,Toyota Industries Corporation,JPY,OTC,PINX,America/New_York,Annual
2023-03-31,202731000000,,,-95010000000,262967000000,,,,-78072000000,-225489000000,,-70207000000,-110801000000,-270314000000,,-38590000000,-1624000000,541000000,-117655000000,-427642000000,458190000000,-454150000000,95269000000,,-5000000,-55886000000,25524000000,68942000000,TYIDY,Toyota Industries Corporation,JPY,OTC,PINX,America/New_York,Annual
2020-06-30,4174000,,,-2135000,,,,,,,,,,-3000,,,,,,-3000,,,,42000,,,-6000,36000,BNNLF,"Bannerman Resources, Ltd.",AUD,OTC,OTCB,America/New_York,Annual
2021-06-30,12455000,,,-2920000,,,,,,,,,,-2000,,,,,,-2000,,,,12000000,-764000.0,,-31000,11205000,BNNLF,"Bannerman Resources, Ltd.",AUD,OTC,OTCB,America/New_York,Annual
2022-06-30,51930000,,3000.0,-7420000,,,,,,,,,,-5000,,,,,-7250000.0,-7255000,,,,56537000,-2290000.0,,-31000,54216000,BNNLF,"Bannerman Resources, Ltd.",AUD,OTC,OTCB,America/New_York,Annual
2023-06-30,42589000,,2000.0,-9282000,,,,,,,,,,-20000,,,,,-51000.0,-71000,,,,138000,,,-42000,96000,BNNLF,"Bannerman Resources, Ltd.",AUD,OTC,OTCB,America/New_York,Annual
2020-12-31,65316481,,820889,-54896593,-59762769,3129579,,3954000,235526,0,-297160,-1463214,-54204038,-752086,,1000000.0,,,,247914,0,-6769416,,71225398,,,-1126618,63329364,LQDA,iShares USD Corp Bond UCITS ETF,USD,NASDAQ,XNCM,America/New_York,Annual
2021-12-31,57494000,,423000,-34142000,-34579000,5612000,,6746000,469000,-2990000,-7559000,-2456728,-34757728,-107000,,0.0,,,,-107000,10410000,-10830000,,21710000,,,4989000,26279000,LQDA,iShares USD Corp Bond UCITS ETF,USD,NASDAQ,XNCM,America/New_York,Annual
2022-12-31,93283000,,1626000,-29180000,-41015000,3647000,,9298000,639000,-2027000,814000,-771000,-29415000,-587000,,,,,,-587000,19767000,-10811000,,54461000,,,451000,63868000,LQDA,iShares USD Corp Bond UCITS ETF,USD,NASDAQ,XNCM,America/New_York,Annual
2020-12-31,924457000,,,-498235000,-537061000,,,1153000,193585000,73499000,,202000,-268622000,-92349000,,0,-155000.0,40787000,,-51717000,784157000,-396388000,184848000.0,0,0.0,,-1031000.0,571586000,SHALY,Shangri-La Asia Ltd.,USD,OTC,PINX,America/New_York,Annual
2021-12-31,745540000,,,-264309000,-356946000,,,2337000,174824000,21659000,,-18329000,-176455000,-41749000,,50152000,0.0,29901000,,38304000,676099000,-762149000,,0,,,,-86050000,SHALY,Shangri-La Asia Ltd.,USD,OTC,PINX,America/New_York,Annual
2022-12-31,753002000,,,-235943000,-174443000,,,5241000,203504000,-28086000,,-43120000,-36904000,-16203000,,53210000,,29880000,,66887000,393031000,-304476000,,-6139000,,,,82416000,SHALY,Shangri-La Asia Ltd.,USD,OTC,PINX,America/New_York,Annual
2020-03-31,424184000000,,,144036000000,141164000000,,,,-31686000000,110165000000,,-7392000000,212251000000,-31779000000,-20629000000,37591000000,-1034720000000,1117193000000,14030000000,102315000000,3981000000.0,-40387000000,,0,-85000000,-45356000000,-9790000000.0,-91637000000,DSNKY,"Daiichi Sankyo Co., Ltd.",JPY,OTC,PINX,America/New_York,Annual
2021-03-31,380547000000,,,128114000000,74124000000,,,,-2846000000,83093000000,,-21222000000,133149000000,-31212000000,-32848000000,-4401000000,-920623000000,949587000000,-450000000,-7099000000,,-40389000000,,2000000,-100192000000,-48946000000,-1000000.0,-189526000000,DSNKY,"Daiichi Sankyo Co., Ltd.",JPY,OTC,PINX,America/New_York,Annual
2022-03-31,662477000000,,,62544000000,73516000000,,,,27746000000,-19060000000,,-603000000,81599000000,-57476000000,-13946000000,0,-509627000000,792970000000,39000000,225906000000,,-20391000000,,0,-15000000,-51730000000,,-72136000000,DSNKY,"Daiichi Sankyo Co., Ltd.",JPY,OTC,PINX,America/New_York,Annual
2023-03-31,441921000000,,,47148000000,126854000000,,,,43764000000,-64584000000,,-80664000000,25370000000,-50808000000,-6617000000,-22510000000,-803830000000,617571000000,8101000000,-251476000000,,-20394000000,,0,-24000000,-54616000000,,-75034000000,DSNKY,"Daiichi Sankyo Co., Ltd.",JPY,OTC,PINX,America/New_York,Annual
2020-12-31,2682709000,,,-3156130000,735142000,,,,325620000,-579268000,,-90791000,390703000,-6053114000,-7859000,-100035000,-327241000,1752580000,-68805000,-4796615000,4220364000,-351912000,,0,,-703413000.0,,3165039000,HDALF,Haidilao International Hldg Ltd,CNY,OTC,PSGM,America/New_York,Annual
2021-12-31,5766781000,,,-663182000,-3976019000,,,,484998000,-697306000,,-223615000,-4411942000,-4418707000,-39718000,-116810000,-756566000,405399000,-40699000,-4927383000,6174796000,-2509797000,,1918688000,,-92781000.0,,5490906000,HDALF,Haidilao International Hldg Ltd,CNY,OTC,PSGM,America/New_York,Annual
2022-12-31,6300826000,,,5304834000,1913801000,,,,393458000,824557000,,205663000,3337479000,-818980000,-22406000,-20214000,-1357392000,1216900000,-20633000,-1000319000,1171911000,-4236488000,,0,,,-650025000.0,-3714602000,HDALF,Haidilao International Hldg Ltd,CNY,OTC,PSGM,America/New_York,Annual
2020-12-31,43836000,,,-41956000,-59780000,3929000,-1167000,3915000,-4218000.0,-787000,,-816000,-58924000,-1552000,,,-220321000,123600000,55000.0,-98218000,2962000.0,-2962000.0,,170792000,,,,170792000,CLDX,Celldex Therapeutics Inc,USD,NASDAQ,XNCM,America/New_York,Annual
2021-12-31,39143000,,,-62158000,-70511000,3068000,-227000,8953000,-1405000.0,1574000,,-4410000,-62958000,-1249000,,,-389881000,174947000,27000.0,-216156000,0.0,0.0,,269893000,,,,269893000,CLDX,Celldex Therapeutics Inc,USD,NASDAQ,XNCM,America/New_York,Annual
2022-12-31,29429000,,,-105560000,-112325000,2896000,0,15611000,-6862000.0,-175000,,2726000,-98129000,-1828000,,,-188965000,280666000,69000.0,89942000,0.0,0.0,,0,,,,0,CLDX,Celldex Therapeutics Inc,USD,NASDAQ,XNCM,America/New_York,Annual
2023-12-31,34814000,,,-109109000,-141429000,3008000,0,23890000,,-2281000,,459000,-116353000,-1818000,,,-424561000,320597000,,-105782000,,,,216222000,,,,216222000,CLDX,Celldex Therapeutics Inc,USD,NASDAQ,XNCM,America/New_York,Annual
2020-12-31,1091000000,241000000,731000000,1610000000,1343000000,111000000,-191000000,101000000,-792000000,,,305000000,877000000,-63000000,0,0,-30692000000,13115000000,66000000,-17574000000,3607000000,-2508000000,-113000000,8000000,-134000000,-829000000,,31000000,KEY.PR.K,KeyCorp,USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,913000000,277000000,363000000,1087000000,2625000000,32000000,146000000,104000000,-1111000000,,,34000000,1830000000,-62000000,0,-29000000,-28248000000,17138000000,72000000,-11129000000,1203000000,-2566000000,-218000000,27000000,-1144000000,-823000000,,-3521000000,KEY.PR.K,KeyCorp,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,887000000,292000000,601000000,4361000000,1917000000,137000000,-27000000,120000000,2081000000,,,-128000000,4100000000,-80000000,-12000000,-58000000,-8810000000,15446000000,72000000,6570000000,16596000000,-8580000000,8702000000,596000000,0,-854000000,,16460000000,KEY.PR.K,KeyCorp,USD,NYSE,XNYS,America/New_York,Annual
2023-12-31,941000000,156000000,3109000000,2761000000,967000000,134000000,-108000000,121000000,1708000000,,,-313000000,2509000000,-137000000,0,0,-12338000000,6977000000,96000000,-5402000000,5240000000,-5144000000,-6372000000,1000000,-38000000,-911000000,,-7224000000,KEY.PR.K,KeyCorp,USD,NYSE,XNYS,America/New_York,Annual
2020-12-31,100,,,2750,2750,0.0,,,,,,,2750,,0,,,,,,,,,313705.0,,,-322315,-8610,MSCH,MAINSTREETCHAMBER HOLDING,USD,OTC,EXPM,America/New_York,Annual
2021-12-31,100,,,38000,-2925,0.0,,,40925.0,,,,38000,,0,,,,,,,,,0.0,,,-38000,-38000,MSCH,MAINSTREETCHAMBER HOLDING,USD,OTC,EXPM,America/New_York,Annual
2022-12-31,1862,,,-138880,-64880,,,,,,,,-64880,,-74000,-137889.0,,,,-137889.0,,,,,,,225077,225077,MSCH,MAINSTREETCHAMBER HOLDING,USD,OTC,EXPM,America/New_York,Annual
2020-08-31,824031,0.0,246.0,-1292217,-1152490,,,831085,,52892,,,-268513,-846354,,,,,-8460.0,-854814,125000.0,-188514.0,-63514.0,1721717,,,,1594689,AZASF,Arizona Silver Exploration Inc.,CAD,OTC,OTCB,America/New_York,Annual
2021-08-31,591852,0.0,0.0,-2130186,-459190,,,90137,,-19170,,,-388223,-1614635,,,,,-13586.0,-1628221,,,,1669754,,,,1669754,AZASF,Arizona Silver Exploration Inc.,CAD,OTC,OTCB,America/New_York,Annual
2022-08-31,223837,0.0,0.0,-1959976,-591860,,,195713,,8865,,,-387282,-1499215,,,,,26458.0,-1472757,,,0.0,945000,,,,945000,AZASF,Arizona Silver Exploration Inc.,CAD,OTC,OTCB,America/New_York,Annual
2023-08-31,43343,,,-1980861,-1610788,,,1042772,1356.0,20920,,,-545740,-1479168,,,,,,-1479168,,,100000.0,1106390,,,-7500.0,1198890,AZASF,Arizona Silver Exploration Inc.,CAD,OTC,OTCB,America/New_York,Annual
2020-04-30,1264356,,,-918972,-1877030,16428.0,,376690,-3929,52184,,28914.0,-1406743,,,,,,-3972.0,-3972,,-12499.0,,,,,,-12499,RDYFF,NEWPATH RES INC,CAD,OTC,PINX,America/New_York,Annual
2021-04-30,190898,,,-2612998,-1934297,,0.0,768842,-200149,-119797,,,-1485401,-1440383.0,,1433414.0,0.0,113286.0,,106317,0.0,,,,,,-7160.0,-7160,RDYFF,NEWPATH RES INC,CAD,OTC,PINX,America/New_York,Annual
2022-04-30,1649751,,0.0,-1496433,-11167160,,-107788.0,188400,416089,-5383,,,-10675842,-227060.0,,0.0,-405000.0,0.0,1298669.0,666609,2061617.0,,,0.0,,,,2061617,RDYFF,NEWPATH RES INC,CAD,OTC,PINX,America/New_York,Annual
2023-04-30,81188,,169575.0,-791664,-1669143,,0.0,102792,216645,124956,,,-1224750,,,-400000.0,-653239.0,110452.0,-377104.0,-1319891,,,,611850.0,,,-9808.0,602042,RDYFF,NEWPATH RES INC,CAD,OTC,PINX,America/New_York,Annual
2020-12-31,39025754,,,-13243386,2216562,,,325668,-6404140,541295,,-3572984,-6893599,0,,,-32302175,60722435,1805162,30225422,0,,,0,-3313154,,-126180,-3439334,UTGN,"UTG, Inc.",USD,OTC,PINX,America/New_York,Annual
2021-12-31,30787278,,,-12453435,9755160,,,287934,-6325818,88449,,1327028,5132753,1324647,,,-37099707,27515591,-40680,-8300149,24000000,0.0,,5005,-537379,,-1198286,22269340,UTGN,"UTG, Inc.",USD,OTC,PINX,America/New_York,Annual
2022-12-31,45290385,,,-5334319,34364346,,,599192,-5943417,210672,,4598505,33829298,0,,,-33761593,49272573,3298848,18809828,58500000,-63500000.0,,0,-685808,,-680100,-6365908,UTGN,"UTG, Inc.",USD,OTC,PINX,America/New_York,Annual
2020-12-31,385837000,,,-18392000,434462000,,,,4084000,,,791603000,1230149000,-10464000,-32299000,,,,,-10464000,,,,,,,,,BNMDF,Banca Mediolanum SPA,EUR,OTC,PSGM,America/New_York,Annual
2021-12-31,519025000,,,848493000,713055000,,,,3381901000,,,-542988000,3551968000,-23247000,-37561000,,,,,-23247000,,,,,,-743706000.0,,-743706000.0,BNMDF,Banca Mediolanum SPA,EUR,OTC,PSGM,America/New_York,Annual
2022-12-31,2351741000,,,2235959000,521803000,,,,-1990789000,,,-421734000,-1890720000,-22027000,-37456000,,,,,-22027000,,,,,,-435177000.0,,-435177000.0,BNMDF,Banca Mediolanum SPA,EUR,OTC,PSGM,America/New_York,Annual
2020-08-31,4742872,0.0,15555.0,-6299774,-3870144,1398,,867966,-294464,-159116,-54073.0,,-3508433,-1080715,,0.0,,,51500.0,-1029215,,-230000.0,-230000.0,11381671,,,-342565,10579106,SCTSF,SCOTTIE RES CORP.,CAD,OTC,PINX,America/New_York,Annual
2021-08-31,7265107,,,-6767205,-6391312,29822,,464022,-351949,40802,398902.0,,-5809713,-800287,0.0,2867770.0,,,-48000.0,2019483,,,,7020000,,,-603930,6416070,SCTSF,SCOTTIE RES CORP.,CAD,OTC,PINX,America/New_York,Annual
2022-08-31,3539530,,,-8118413,-9515791,75917,,257738,-1018874,-323470,2320115.0,,-8204365,-60497,-1600000.0,0.0,,,-144932.0,-205429,,,,5008000,,,-470232,4537768,SCTSF,SCOTTIE RES CORP.,CAD,OTC,PINX,America/New_York,Annual
2023-08-31,1457963,,,-11124036,-19074047,74282,,1372574,-1533532,-449838,,,-19610561,-104954,0.0,,,,,-104954,,,,9700250,,,-821173,8879077,SCTSF,SCOTTIE RES CORP.,CAD,OTC,PINX,America/New_York,Annual
2020-12-31,140233000,,,-22176000,-26447000,62000,,704000,,,723000,,-24958000,-137000,,-1935000,,,,-2072000,,,,145205000,,,-319000,144886000,RLYB,Rallybio Corporation,USD,NASDAQ,XNGS,America/New_York,Annual
2021-12-31,175334000,,,-45866000,-47013000,109000,,3645000,,,-976000,,-44235000,-333000,,-2000000,0.0,0.0,,-2333000,,,,86200000,,,-3233000,82967000,RLYB,Rallybio Corporation,USD,NASDAQ,XNGS,America/New_York,Annual
2022-12-31,56958000,,,-57338000,-66654000,167000,,9499000,-435000.0,,487000,,-56936000,-54000,,-300000,-201316000.0,89500000.0,,-112170000,,,,51533000,,,-693000,50840000,RLYB,Rallybio Corporation,USD,NASDAQ,XNGS,America/New_York,Annual
2020-12-31,256120000,,,17214000,-35176000,,,3069000,-329000.0,-280000,,46599000,13883000,-214000,0,-34227000,,,,-34441000,,,,241931000,,,,241931000,KHOTF,Kahoot! AS,USD,OTC,PINX,America/New_York,Annual
2021-12-31,107765000,,,20114000,-3718000,,,11421000,,-781000,,792000,7714000,-216000,-562000,-364145000,,,,-364361000,,,,205077000,,,,205077000,KHOTF,Kahoot! AS,USD,OTC,PINX,America/New_York,Annual
2022-12-31,104799000,,,40023000,-5861000,,,17776000,,-7058000,,22816000,27673000,-946000,-892000,-41231000,,,,-42177000,,,,860000,,,,860000,KHOTF,Kahoot! AS,USD,OTC,PINX,America/New_York,Annual
2020-12-31,6457,0.0,677774,-863188,-2012314,517569,-120918,57020,483465,-9534,91052,-22681,-1016341,-358889,-20637,0.0,,,,-358889,957041,-600599,82593.0,,,,-62482,376553,SNRG,Susglobal Energy Corp.,USD,OTC,OTCB,America/New_York,Annual
2021-12-31,36033,,678548,-4242426,-4865855,513976,-9037,379222,1067452,115830,88374,3404,-2706634,-1826713,-326012,,,,,-1826713,4533225,-614707,0.0,,,,277158,4195676,SNRG,Susglobal Energy Corp.,USD,OTC,OTCB,America/New_York,Annual
2022-12-31,42900,,798072,-3076421,-12010548,453672,-72088,2332680,8968277,-8246,2562889,-41081,2185555,-1868864,0,,,,,-1868864,2211668,-345987,,,,,907760,2773441,SNRG,Susglobal Energy Corp.,USD,OTC,OTCB,America/New_York,Annual
2021-06-30,8177550,,,-3791262,-4962661,15373,,1905463,,-195226,,,-3237051,-967177,,,,,,-967177,,,,,,,12012039.0,12012039.0,LVXFF,Leviathan Gold Ltd.,CAD,OTC,PINX,America/New_York,Annual
2022-06-30,5014313,,,-3126734,-3653460,68321,,677451,,115675,,,-2792013,-19753,,,,,,-19753,,,,,,,,,LVXFF,Leviathan Gold Ltd.,CAD,OTC,PINX,America/New_York,Annual
2023-06-30,3913925,,,-1261304,-1342959,41842,,4540,,47029,,,-1249548,161334,,,,,,161334,,,,,,,,,LVXFF,Leviathan Gold Ltd.,CAD,OTC,PINX,America/New_York,Annual
2020-12-31,19463742,382437,1650000,-13561696,972390,,3109295,1769649,128585,-3952004,-6288073,-9928278,-14188436,-3327070,,0,-43533599,47441962,,581293,,,,,-1183331,-1957142,-133937,-3274410,KINS,Kingstone Cos Inc,USD,NASDAQ,XNCM,America/New_York,Annual
2021-12-31,24290598,0,1650000,19847318,-7378301,,-2200433,1904935,160369,4509225,5252996,10322941,12571732,-4498919,,233798,-115581704,103898963,,-15947862,0.0,0.0,,0.0,-1671598,-1694148,-205773,-3571519,KINS,Kingstone Cos Inc,USD,NASDAQ,XNCM,America/New_York,Annual
2022-12-31,11958228,0,1600626,-5466304,-22524794,,-5419176,1392612,132577,-27867368,-952275,5715419,-49523005,-4550783,,0,-49916905,48561909,,-5905779,8096824.0,-10241169.0,,60464.0,0,-1277066,-2150123,-5511070,KINS,Kingstone Cos Inc,USD,NASDAQ,XNCM,America/New_York,Annual
2020-04-30,0,0,0,-10261,-26661,,,,,,15356,,-11305,0.0,,,,,,0.0,10261,,10261.0,,,,,20522,NRHI,,USD,OTC,PINX,America/New_York,Annual
2021-04-30,0,0,0,-153913,5802,,,,,,-1266,,4536,-125000.0,,,,,,-125000.0,153913,,153913.0,,,,,307826,NRHI,,USD,OTC,PINX,America/New_York,Annual
2022-04-30,0,0,0,-23793,-270494,,,,795.0,,6044,,-263655,0.0,,,,,,0.0,23793,,,,,,,23793,NRHI,,USD,OTC,PINX,America/New_York,Annual
2023-04-30,0,0,0,-47580,-40744,,,,-18031.0,,6875,,-51900,,,,,,,,47580,,,,,,,47580,NRHI,,USD,OTC,PINX,America/New_York,Annual
2020-12-31,613300000,,,1430500000,3340000000,,,,438700000,,,,3778700000,,,-330300000,0,,-271500000,-601800000,4188600000,-3721500000.0,,1003000000,-40000000,-520800000,-14300000,895000000,VONOY,VONOVIA SE,EUR,OTC,PINX,America/New_York,Annual
2021-12-31,1432800000,,,1823900000,2440500000,,,,460500000,,,,2901000000,,,-17122800000,-912800000,0.0,-220000000,-18255600000,23945300000,-11534000000.0,,8080500000,-1040000000,-514600000,-11570200000,7367000000,VONOY,VONOVIA SE,EUR,OTC,PINX,America/New_York,Annual
2022-12-31,1302400000,,,2084300000,-669400000,,,,702900000,,,,33500000,,,0,-1900000000,2399600000.0,-152500000,347100000,6802700000,,,0,0,-714000000,-8605300000,-2516600000,VONOY,VONOVIA SE,EUR,OTC,PINX,America/New_York,Annual
2020-12-31,70309000,2695000,152678000,-45269000,-178530000,93953000,7940000,2846000,22894000,54538000,12015000,,15656000,-11663000,-3825000,-13200000,,,50126000,25263000,356683000,-277109000,15550000.0,0,0,0,-16212000,78912000,XELAP,"Exela Technologies, Inc. - 6.00% Series B Cumulative Convertible Perpetual Preferred Stock",USD,NASDAQ,XNCM,America/New_York,Annual
2021-12-31,48060000,3765000,188802000,-128062000,-142390000,77150000,6649000,3940000,-14840000,17438000,-61068000,,-113121000,-14574000,-1954000,0,,,7267000,-7307000,283427000,-575469000,10945000.0,405028000,0,0,-14335000,109596000,XELAP,"Exela Technologies, Inc. - 6.00% Series B Cumulative Convertible Perpetual Preferred Stock",USD,NASDAQ,XNCM,America/New_York,Annual
2022-12-31,45067000,5790000,98602000,-109126000,-415581000,71831000,147000,970000,13035000,77650000,-520000,,-252468000,-18299000,-3665000,0,,,194000,-18105000,223720000,-373712000,,276392000,-487000,-2532000,-16742000,106639000,XELAP,"Exela Technologies, Inc. - 6.00% Series B Cumulative Convertible Perpetual Preferred Stock",USD,NASDAQ,XNCM,America/New_York,Annual
2020-06-30,5559508000,,,4154617000,4230082000,,,,786391000,-94450000,,2469317000,7391340000,-4746449000,,0,,,-26567000,-4773016000,23932406000,-29344649000,,,,-1306026000,-504637000,-7222906000,NDGPY,Nine Dragons Paper Holdings Ltd.,CNY,OTC,PINX,America/New_York,Annual
2021-06-30,10031059000,,,-3543423000,7168018000,,,,651575000,-2864354000,,-2968768000,1986471000,-6060190000,,0,,,123280000,-5936910000,25146897000,-16039725000,,,,-1507182000,36795000,7636785000,NDGPY,Nine Dragons Paper Holdings Ltd.,CNY,OTC,PINX,America/New_York,Annual
2022-06-30,9654344000,,,-9590921000,3310501000,,,,750369000,-154478000,,-3955608000,-49216000,-12511709000,,-61556000,,,64094000,-12509171000,35768469000,-25902065000,,,,-2017474000,1081346000,8930276000,NDGPY,Nine Dragons Paper Holdings Ltd.,CNY,OTC,PINX,America/New_York,Annual
2023-06-30,10317488000,,,-10773141000,-2370839000,,,,1151161000,-85583000,,3045649000,1740388000,-17616629000,,-108453000,,,-31213000,-17756295000,47326577000,-35738137000,,,,-469360000,40760000,11159840000,NDGPY,Nine Dragons Paper Holdings Ltd.,CNY,OTC,PINX,America/New_York,Annual
2020-03-31,1108115,,,-2087977,,,,,,,,,,,,,,,,,,,,2149413,-191484.0,,,1957929,INNMF,Amplia Therapeutics Ltd.,AUD,OTC,PINX,America/New_York,Annual
2021-03-31,1848408,,,-2921602,,,,,,,,,,-5347.0,,,,,,-5347.0,,,,4063564,-400258.0,,,3663306,INNMF,Amplia Therapeutics Ltd.,AUD,OTC,PINX,America/New_York,Annual
2022-03-31,14608581,,,-4416421,,,,,,,,,,-14402.0,,,,,-12240.0,-26642.0,2100000.0,,,16270884,-1181863.0,,,17189021,INNMF,Amplia Therapeutics Ltd.,AUD,OTC,PINX,America/New_York,Annual
2023-03-31,9256677,,,-5307319,,,,,,,,,,-17631.0,,,,,-40794.0,-58425.0,,,,21233,,,-64646.0,-43413,INNMF,Amplia Therapeutics Ltd.,AUD,OTC,PINX,America/New_York,Annual
